C_MINT,3.4,0.150519,126061,143887,0.00218318,3051,0.00255814,0.133804,0.0131515,3052,0.00154769,3395,3051
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 17.872,5000034,8874680
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 18.1658,5000005,7771633
C_MINT,3.91,1.04759,381400,566121,0.00228622,45862,0.0844763,0.840302,0.167108,34305,0.0430718,82118,36202
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 13.6181,5000260,7670165
C_MINT,4.35,0.0662676,51309,55786,0.00240259,619,0.000637172,0.0557876,0.00777337,619,0.000291517,683,618
C_MINT,4.67,5.1505,1994316,3116944,0.00318424,296715,0.496408,4.00299,0.935012,188944,0.244487,598045,206449
C_MINT,4.81,0.057313,41789,46097,0.00248964,941,0.000695043,0.051499,0.00275352,940,0.000480303,1004,939
C_MINT,2.87,2.47301,944332,1469750,0.00486258,131717,0.212587,1.93165,0.450767,84192,0.0939621,275813,86707
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 17.4879,5000002,8661277
C_MINT,3.3,0.0619,41553,45396,0.002942,371,0.000278502,0.0533888,0.00533389,371,0.000221329,384,370
C_MINT,4.1,4.10198,1561849,2453246,0.00271805,259365,0.379991,3.21281,0.706419,175629,0.205257,490265,194813
C_MINT,4.15,0.081827,42851,46623,0.00347922,381,0.000476735,0.0678939,0.0101674,382,0.000285547,407,381
C_MINT,4.75,0.240035,127474,146252,0.00349613,1218,0.00473223,0.202977,0.0325657,1218,0.00110511,1835,1217
C_MINT,5.15,0.0836661,44637,49710,0.00323574,431,0.00205371,0.0706158,0.00949358,431,0.000328494,708,430
C_MINT,3.65,5.58405,1625609,2767023,0.00337834,501645,0.965926,3.83973,1.40647,298685,0.389033,1117939,355367
C_MINT,2.95,0.0284192,17507,19859,0.00281689,429,0.000752319,0.0225052,0.00286485,429,0.000181728,543,428
C_MINT,4.4,0.0650779,38718,44992,0.00305825,786,0.000804483,0.0542442,0.00733616,787,0.000423106,870,786
C_MINT,4.75,0.0769819,49882,54950,0.00281996,1071,0.00128029,0.0665771,0.00696214,1072,0.000648543,1168,1071
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 21.8385,5000267,8532083
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 16.3368,5000011,7885430
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 15.5017,5000002,8115489
C_MINT,4.46,9.14792,2670845,4261956,0.00253261,786202,1.45496,6.40896,2.18066,456211,0.646583,1580547,526860
C_MINT,3.9,0.0285223,23768,25775,0.00232911,306,0.000347956,0.0230051,0.00304423,307,0.000119164,350,306
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 19.3441,5000005,7969388
C_MINT,4.2,0.149542,88994,100832,0.00309163,416,0.00043269,0.129742,0.0163976,417,0.00035373,432,416
C_MINT,4.46,0.128403,64225,95203,0.00283311,4780,0.00540046,0.104394,0.0184501,4646,0.00305023,5812,4645
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 16.6127,5000011,8677695
C_MINT,4.6,11.0876,3878966,5617008,0.00254401,967126,1.66313,7.93138,2.49933,602506,0.780396,1814556,687823
C_MINT,3.52,0.0570979,39521,43289,0.00270167,331,0.000511832,0.0476414,0.0065566,300,0.000178481,461,299
C_MINT,3.6,0.256242,128170,163294,0.00289855,20050,0.0276659,0.195196,0.0468545,12539,0.0112156,37022,12814
C_MINT,4.3,0.0274968,18922,20696,0.00250162,166,0.000381827,0.0228713,0.00202009,166,8.2376e-05,208,165
C_MINT,3.41,0.05448,35995,41219,0.00251778,433,0.000762498,0.0483257,0.00336968,432,0.000271426,537,431
C_MINT,4.06,6.10036,1999321,3295105,0.00245069,565910,0.953215,4.26449,1.46818,326431,0.417097,1188441,378787
C_MINT,3.75,0.0483057,30808,35330,0.00273207,456,0.000411593,0.0396935,0.00559634,456,0.000272223,495,455
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 12.2536,5000007,7458479
C_MINT,4.45,0.130125,92045,102735,0.00226618,1440,0.00238972,0.113515,0.0136258,1441,0.00078879,1807,1440
C_MINT,5.11,0.0334141,19392,20960,0.00255882,558,0.00151723,0.0274909,0.00304667,557,0.000334958,808,556
C_MINT,3.3,0.0885435,62610,70956,0.00249269,476,0.00105606,0.0775701,0.00817791,478,0.000311008,621,477
C_MINT,3.45,0.0299171,20016,21937,0.00259786,498,0.000509925,0.0246733,0.00239343,499,0.000226015,526,498
C_MINT,5.96,2.0086,765600,1120411,0.00261879,180961,0.217793,1.5153,0.376402,138654,0.132735,296717,141710
C_MINT,5.61,0.203583,86003,132305,0.00283843,3958,0.00665873,0.173675,0.0245194,3827,0.00278181,5835,3826
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 19.1931,5000061,8496207
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 19.3383,5000001,8224479
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 17.5064,5000029,7700479
C_MINT,3.85,0.0246862,17128,18583,0.00275307,307,0.00022937,0.0206034,0.00116674,307,0.000140158,322,306
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 18.648,5000023,7808027
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 18.6245,5000036,7966233
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 19.6328,5000001,8096980
C_MINT,3.5,0.0376856,20664,22254,0.00336638,355,0.000341431,0.0317601,0.00230581,356,0.000222315,371,355
C_MINT,3.56,0.074463,35104,42684,0.0030558,436,0.00108561,0.0629069,0.00816322,428,0.000361651,599,427
C_MINT,3.9,0.129789,67791,78429,0.00286007,701,0.00242997,0.109535,0.0169323,702,0.000482563,1070,701
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 19.3175,5000003,8124119
C_MINT,4.65,0.117861,70401,80093,0.00292845,595,0.000588438,0.102513,0.0120489,595,0.000410363,647,594
C_MINT,3.8,0.264647,159269,180937,0.00253493,2330,0.00229844,0.234417,0.0260885,2330,0.00169966,2594,2329
C_MINT,4.96,0.0529712,28121,37306,0.00279744,1269,0.00317163,0.0434578,0.00592547,1188,0.000806151,1929,1187
C_MINT,3.71,2.13865,719877,1091096,0.00288935,135581,0.275456,1.60092,0.439584,85163,0.107427,287682,93784
C_MINT,3.5,0.0769675,52325,59365,0.00238917,516,0.00102555,0.0654744,0.00881548,516,0.00028516,639,515
C_MINT,3.4,0.132312,82052,94077,0.00249429,616,0.000544723,0.113064,0.0163791,616,0.00038454,672,615
C_MINT,4.55,0.396448,156656,219507,0.00238648,25024,0.0494584,0.302963,0.0751947,16508,0.0173631,47558,18095
C_MINT,3.31,0.0561491,34019,39282,0.00310487,244,0.000295145,0.049102,0.00377175,241,0.0001662,277,240
C_MINT,4.8,0.0420276,24889,27975,0.00323077,494,0.000929009,0.0345033,0.0040021,494,0.000278982,597,493
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 16.0626,5000291,8332543
C_MINT,3.7,0.0661841,47958,51633,0.0028726,230,0.000307731,0.0530878,0.0100854,230,0.000117032,275,229
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 19.1466,5000001,8394924
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 20.5093,5000026,9001202
C_MINT,4.36,0.135438,62686,112441,0.00438824,1998,0.00310131,0.109964,0.0198738,1927,0.00127843,3057,1926
C_MINT,2.85,0.0269809,17291,18673,0.00317869,145,0.000120948,0.0220933,0.00162037,145,7.0769e-05,149,144
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 16.018,5000003,7959308
C_MINT,4.51,12.7438,3391873,6498182,0.00273233,799478,1.64252,9.30452,2.84791,455521,0.66458,2059895,517102
C_MINT,3.85,0.0273109,22834,24476,0.00232291,220,0.000145358,0.0219815,0.00289721,220,8.8086e-05,227,219
C_MINT,3.35,0.0739883,54993,61171,0.00250621,509,0.000388744,0.0619675,0.00924351,509,0.000267648,535,508
C_MINT,3.6,0.0273622,20278,22720,0.00261913,386,0.000365828,0.0224329,0.00213517,386,0.000160907,417,385
C_MINT,5,0.0633706,42342,47760,0.00258999,446,0.00122052,0.0540167,0.00645397,446,0.000256362,639,445
C_MINT, SOLUTION NOT FOUND!! - Space Overflow 15.8174,5000679,8460629
C_MINT,4.61,0.0106034,5770,6340,0.00307957,242,0.000364655,0.00670525,0.000690483,234,0.000107085,273,233
C_MINT,3.55,0.0188319,11570,12107,0.0032086,394,0.000380898,0.0137952,0.00156246,394,0.000232269,412,393
C_MINT,3.81,2.04951,517846,804532,0.00300874,72257,0.185635,1.62513,0.343492,51684,0.091679,130112,53861
C_MINT,3.25,0.0203482,12087,12965,0.00362966,272,0.000348967,0.0152017,0.00136156,272,0.000137205,289,271
C_MINT,4.75,0.0616197,36621,39912,0.0032267,526,0.000503643,0.0516518,0.00642259,527,0.00030544,566,526
C_MINT,2.5,0.27798,160855,192581,0.00317463,1770,0.00139295,0.235061,0.038699,1770,0.00119962,1985,1769
C_MINT,4.4,0.645675,319630,404150,0.00299729,6198,0.00584776,0.538942,0.100194,6199,0.00432128,7171,6198
C_MINT,3.1,2.74099,1069318,1523611,0.00322646,162389,0.229542,2.2004,0.425166,114052,0.126846,287651,121511
C_MINT,3.75,0.112849,68314,76991,0.00312179,348,0.00118311,0.0948932,0.014601,349,0.000227485,565,348
C_MINT,3.97,0.232731,127705,174243,0.00308668,9241,0.0099033,0.192022,0.0323621,8457,0.00589798,12778,8456
C_MINT,4.9,0.248775,137156,157714,0.00395448,1718,0.00364337,0.212933,0.0307622,1719,0.00112259,2290,1718
C_MINT,3.85,0.095079,58668,67839,0.00328727,1257,0.001556,0.0827133,0.00831818,1257,0.000806296,1417,1256
C_MINT,2.51,0.0135738,7924,8929,0.00335974,348,0.000353968,0.0088837,0.00116422,347,0.000158271,391,346
C_MINT,1.91,0.0625021,36249,40553,0.00330659,419,0.00053288,0.0516289,0.00731743,414,0.000238273,537,413
C_MINT,3.3,0.0218082,13979,15058,0.00343783,253,0.000322066,0.0162248,0.00200754,253,0.000113541,275,252
C_MINT,4.3,0.0394097,25363,28645,0.00319905,383,0.00031777,0.0342653,0.00172425,383,0.00020377,403,382
C_MINT,3.45,0.17815,107373,121987,0.00342447,1075,0.00118698,0.149604,0.0244656,1075,0.000718973,1259,1074
C_MINT,3.6,0.0360246,23733,26599,0.00299353,292,0.000476107,0.0279678,0.00490741,292,0.000141397,362,291
C_MINT,4.76,6.01657,1610253,2776273,0.00291324,247391,0.643307,4.55633,1.24185,164436,0.254856,572189,180815
C_MINT,3.15,5.8734,2219427,3306237,0.00328819,188213,0.307543,4.89022,0.834153,130864,0.175683,348608,140941
C_MINT,2.6,0.104323,64783,71980,0.00354101,240,0.000707204,0.0838882,0.0166947,240,0.000194643,387,239
C_MINT,3.11,0.100988,62709,76319,0.00307446,577,0.000696568,0.0856095,0.0119396,573,0.000379004,792,576
C_MINT,3.05,0.0945399,59028,71552,0.00309377,329,0.000274038,0.0824996,0.00870072,329,0.000259498,342,328
C_MINT,3.1,0.0455094,30755,34093,0.00296233,222,0.000289399,0.0359119,0.00650252,222,0.00011846,263,221
C_MINT,4.86,1.77441,568637,900259,0.00297604,114715,0.235582,1.33239,0.356306,76215,0.0929601,228853,81982
